15,ATL,Anthony Avent,Seton Hall,6,352,6729,1958,1584,278,.403,.000,.686,19.1,5.6,4.5,0.8,0.3,.002,-5.7,-6.4,80.0
16,GSW,Chris Gatling,Old Dominion,11,700,13760,7232,3741,461,.513,.249,.660,19.7,10.3,5.3,0.7,32.1,.112,-1.1,3.2,296.0
17,GSW,Victor Alexander,Iowa State,5,286,5755,2542,1384,257,.518,.286,.634,20.1,8.9,4.8,0.9,8.8,.073,-2.2,-0.3,27.0
18,MIL,Kevin Brooks,Louisiana,3,126,1031,417,141,48,.401,.200,.859,8.2,3.3,1.1,0.4,-0.1,-.004,-5.9,-1.0,-1.0
19,WSB,LaBradford Smith,Louisville,3,183,3131,1218,271,394,.432,.298,.813,17.1,6.7,1.5,2.2,1.5,.024,-3.6,-1.2,0.0
20,HOU,John Turner,Phillips University,1,42,345,117,78,12,.439,,.525,8.2,2.8,1.9,0.3,-0.1,-.021,-7.9,-0.5,0.0
21,UTA,Eric Murdock,Providence,9,508,11882,5118,1261,2467,.438,.343,.786,23.4,10.1,2.5,4.9,25.6,.103,2.0,12.1,136.0
22,LAC,LeRon Ellis,Syracuse,3,91,857,277,220,29,.433,,.613,9.4,3.0,2.4,0.3,1.2,.069,-3.5,-0.3,2.0
23,ORL,Stanley Roberts,LSU,8,300,5869,2555,1549,189,.499,.000,.514,19.6,8.5,5.2,0.6,8.1,.066,-3.4,-2.0,177.0
24,BOS,Rick Fox,UNC,13,930,23723,8966,3517,2649,.450,.349,.770,25.5,9.6,3.8,2.8,44.7,.090,0.0,11.7,2527.0
25,GSW,Shaun Vandiver,Colorado,,,,,,,,,,,,,,,,,,0.0
26,CHI,Mark Randall,Kansas,4,127,883,332,160,56,.443,.154,.722,7.0,2.6,1.3,0.4,1.0,.054,-3.3,-0.3,6.0
27,SAC,Pete Chilcutt,UNC,9,584,8394,2494,1935,488,.441,.381,.696,14.4,4.3,3.3,0.8,10.6,.060,-1.8,0.3,333.0
28,CHH,Kevin Lynch,Minnesota,2,95,1143,310,120,108,.436,.333,.726,12.0,3.3,1.3,1.1,0.4,.016,-4.4,-0.7,-1.0
29,MIA,George Ackles,UNLV,,,,,,,,,,,,,,,,,,0.0
30,ATL,Rodney Monroe,NC State,1,38,313,131,33,27,.368,.222,.826,8.2,3.4,0.9,0.7,-0.2,-.035,-5.3,-0.3,0.0
31,SAC,Randy Brown,New Mexico State,12,655,11533,3148,1173,1420,.417,.200,.691,17.6,4.8,1.8,2.2,11.0,.046,-1.9,0.2,281.0
32,PHO,Chad Gallagher,Creighton,1,2,3,6,0,0,1.000,,,1.5,3.0,0.0,0.0,0.1,1.442,30.1,0.0,0.0
33,DAL,Donald Hodge,Temple,5,249,3501,1182,809,191,.437,.286,.711,14.1,4.7,3.2,0.8,1.8,.025,-4.2,-2.0,0.0
34,MIN,Myron Brown,Slippery Rock University of Pennsylvania,1,4,23,9,3,6,.667,.333,,5.8,2.3,0.8,1.5,0.0,.032,-1.8,0.0,0.0
35,DAL,Mike Iuzzolino,Saint Francis University,2,122,3049,1096,238,522,.457,.404,.798,25.0,9.0,2.0,4.3,3.7,.058,-1.9,0.1,0.0
36,ORL,Chris Corchiani,NC State,3,112,1313,416,129,243,.421,.269,.816,11.7,3.7,1.2,2.2,1.6,.058,-1.8,0.1,0.0
37,LAC,Elliot Perry,Memphis,10,549,9501,3449,742,1699,.459,.359,.783,17.3,6.3,1.4,3.1,14.0,.071,-0.5,3.6,187.0
38,LAC,Joe Wylie,Miami (FL),,,,,,,,,,,,,,,,,,0.0
39,CLE,Jimmy Oliver,Purdue,5,78,856,331,80,55,.407,.340,.772,11.0,4.2,1.0,0.7,0.3,.018,-4.7,-0.6,0.0
40,DET,Doug Overton,La Salle,11,499,7275,2253,654,1038,.412,.319,.816,14.6,4.5,1.3,2.1,2.5,.016,-3.9,-3.5,0.0
41,IND,Sean Green,Iona College,3,84,671,352,85,45,.386,.246,.620,8.0,4.2,1.0,0.5,-1.3,-.095,-7.0,-0.8,3.0
42,SAC,Steve Hood,James Madison University,,,,,,,,,,,,,,,,,,0.0
43,GSW,Lamont Strothers,Christopher Newport University,2,13,155,60,15,14,.329,.133,.714,11.9,4.6,1.2,1.1,-0.5,-.142,-7.7,-0.2,0.0
44,PHI,Alvaro Teheran,Houston,,,,,,,,,,,,,,,,,,0.0
45,MIL,Bobby Phills,Southern University and A&M College,9,467,13426,5153,1469,1246,.443,.390,.738,28.7,11.0,3.1,2.7,27.2,.097,0.2,7.4,600.0
46,PHO,Richard Dumas,Oklahoma State,3,102,2226,1080,351,111,.509,.231,.694,21.8,10.6,3.4,1.1,4.5,.097,-0.2,1.0,504.0
47,HOU,Keith Hughes,Rutgers University,,,,,,,,,,,,,,,,,,0.0
48,UTA,Isaac Austin,Arizona State,9,432,8350,3285,2030,538,.446,.176,.670,19.3,7.6,4.7,1.2,9.2,.053,-2.5,-1.0,402.0
49,SAS,Greg Sutton,Oral Roberts,3,168,1946,761,153,284,.396,.361,.743,11.6,4.5,0.9,1.7,1.0,.024,-3.6,-0.8,38.0
50,PHO,Joey Wright,Texas,,,,,,,,,,,,,,,,,,0.0
51,HOU,Å½an Tabak,,6,247,3607,1233,883,165,.506,.000,.525,14.6,5.0,3.6,0.7,2.4,.032,-4.9,-2.7,88.0
52,LAL,Anthony Jones,Oral Roberts,,,,,,,,,,,,,,,,,,3.0
53,NJN,Von McDade,UW-Milwaukee,,,,,,,,,,,,,,,,,,0.0
54,POR,Marcus Kennedy,Eastern Michigan,,,,,,,,,,,,,,,,,,0.0
