1,11593,68.0
2,18133,961.0
3,24502,2836.0
4,34985,2037.0
5,15370,784.0
6,7406,719.0
7,17429,342.0
8,5382,-1.0
9,10419,226.0
10,19399,113.0
11,24922,1766.0
12,31026,2161.0
13,1328,22.0
14,30626,2052.0
15,4240,70.0
16,19480,264.0
17,29293,2937.0
18,17790,2364.0
19,1167,-1.0
20,462,3.0
21,18409,722.0
22,849,47.0
23,194,0.0
24,1499,0.0
25,1879,11.0
26,33838,3728.0
27,1795,34.0
28,21148,524.0
29,109,0.0
30,595,-1.0
31,2685,0.0
32,128,0.0
33,26,0.0
34,149,5.0
35,930,0.0
36,42561,3887.0
37,2143,0.0
38,16649,87.0
39,374,0.0
40,7308,-1.0
41,412,0.0
42,0,0.0
43,11962,651.0
44,0,0.0
45,609,0.0
46,13,0.0
47,0,0.0
48,0,0.0
49,7202,892.0
50,1530,52.0
51,153,0.0
52,3350,67.0
53,0,0.0
54,0,0.0
