33,DEN,Chris Herren,Fresno State,2,70,1005,224,73,167,.336,.328,.692,14.4,3.2,1.0,2.4,0.5,.025,-4.5,-0.6,0.0
34,NJN,Evan Eschmeyer,Northwestern,4,153,2138,421,601,76,.463,,.621,14.0,2.8,3.9,0.5,4.0,.090,-3.0,-0.5,40.0
35,WAS,Calvin Booth,Penn State,10,366,4477,1190,1010,151,.451,.222,.748,12.2,3.3,2.8,0.4,8.0,.086,-1.8,0.3,155.0
36,DAL,Wang Zhizhi,,5,137,1256,604,231,39,.417,.385,.735,9.2,4.4,1.7,0.3,2.1,.078,-1.6,0.1,74.0
37,VAN,Obinna Ekezie,Maryland,4,143,1516,510,383,31,.423,.000,.720,10.6,3.6,2.7,0.2,1.7,.054,-5.4,-1.3,0.0
38,ORL,Laron Profit,Maryland,4,135,1537,441,209,166,.419,.236,.712,11.4,3.3,1.5,1.2,0.7,.021,-2.1,0.0,5.0
39,CLE,A.J. Bramlett,Arizona,1,8,61,8,22,0,.190,,,7.6,1.0,2.8,0.0,-0.2,-.129,-15.9,-0.2,0.0
40,DAL,Gordan GiriÄek,,6,384,8824,3670,941,584,.442,.368,.823,23.0,9.6,2.5,1.5,8.0,.044,-2.5,-1.1,610.0
41,DEN,Francisco Elson,California,9,472,7207,1726,1638,260,.478,.188,.700,15.3,3.7,3.5,0.6,11.7,.078,-2.7,-1.3,371.0
42,MIN,Louis Bullock,Michigan,,,,,,,,,,,,,,,,,,0.0
43,CHH,Lee Nailon,TCU,6,306,5820,2622,936,298,.474,.111,.786,19.0,8.6,3.1,1.0,8.0,.066,-2.0,0.0,160.0
44,HOU,Tyrone Washington,Mississippi State,,,,,,,,,,,,,,,,,,0.0
45,SAC,Ryan Robertson,Kansas,1,1,25,5,0,0,.333,.000,1.000,25.0,5.0,0.0,0.0,0.0,-.022,-5.4,0.0,0.0
46,NYK,J.R. Koch,Iowa,,,,,,,,,,,,,,,,,,0.0
47,PHI,Todd MacCulloch,Washington,4,223,3439,1369,888,121,.541,,.642,15.4,6.1,4.0,0.5,11.9,.166,0.4,2.0,517.0
48,MIL,Galen Young,UNC Charlotte,,,,,,,,,,,,,,,,,,0.0
49,CHI,Lari Ketner,UMass,2,25,139,34,34,2,.406,,.667,5.6,1.4,1.4,0.1,0.0,-.015,-7.4,-0.2,0.0
50,HOU,Venson Hamilton,Nebraska,,,,,,,,,,,,,,,,,,0.0
51,VAN,Antwain Smith,Saint Paul's College,,,,,,,,,,,,,,,,,,0.0
52,POR,Roberto Bergersen,Boise State,,,,,,,,,,,,,,,,,,0.0
53,MIA,Rodney Buford,Creighton,5,230,4182,1472,598,179,.412,.300,.758,18.2,6.4,2.6,0.8,2.9,.033,-3.8,-1.9,124.0
54,DET,Melvin Levett,Cincinnati,,,,,,,,,,,,,,,,,,0.0
55,BOS,Kris Clack,Texas,,,,,,,,,,,,,,,,,,0.0
56,GSW,Tim Young,Stanford,1,25,137,54,35,5,.333,,.778,5.5,2.2,1.4,0.2,0.2,.058,-4.9,-0.1,0.0
57,SAS,Manu GinÃ³bili,,16,1057,26859,14043,3697,4001,.447,.369,.827,25.4,13.3,3.5,3.8,106.4,.190,5.0,47.6,-1.0
58,UTA,Eddie Lucas,Virginia Tech,,,,,,,,,,,,,,,,,,0.0
