15,BOS,Al Jefferson,,14,915,26299,14343,7690,1347,.499,.121,.711,28.7,15.7,8.4,1.5,71.0,.130,1.2,21.3,551.0
16,UTA,Kirk Snyder,Nevada,4,211,3540,1333,491,241,.438,.327,.699,16.8,6.3,2.3,1.1,4.5,.061,-1.2,0.7,9.0
17,ATL,Josh Smith,,13,894,29000,12996,6653,2789,.452,.285,.632,32.4,14.5,7.4,3.1,51.0,.084,1.7,27.2,2306.0
18,NOH,J.R. Smith,,16,977,26275,12148,3073,2077,.419,.373,.733,26.9,12.4,3.1,2.1,46.3,.084,0.2,14.7,3909.0
19,MIA,Dorell Wright,,11,549,12280,4597,2093,850,.424,.365,.806,22.4,8.4,3.8,1.5,25.9,.101,0.9,9.1,223.0
20,DEN,Jameer Nelson,Saint Joseph's,14,878,24539,9940,2595,4508,.436,.368,.810,27.9,11.3,3.0,5.1,48.3,.094,-0.1,11.6,1429.0
21,UTA,Pavel Podkolzin,,2,6,28,4,9,0,.000,,.500,4.7,0.7,1.5,0.0,-0.1,-.163,-15.0,-0.1,0.0
22,NJN,Viktor Khryapa,,4,143,2351,643,492,142,.443,.292,.658,16.4,4.5,3.4,1.0,2.0,.041,-3.5,-0.9,0.0
23,POR,Sergei Monia,,1,26,343,77,52,19,.333,.265,.714,13.2,3.0,2.0,0.7,-0.2,-.025,-5.3,-0.3,0.0
24,BOS,Delonte West,Saint Joseph's,8,432,11842,4198,1265,1540,.448,.372,.826,27.4,9.7,2.9,3.6,24.5,.099,0.9,8.7,1686.0
25,BOS,Tony Allen,Oklahoma State,14,820,18055,6654,2884,1077,.475,.282,.709,22.0,8.1,3.5,1.3,38.7,.103,0.3,10.4,2151.0
26,SAC,Kevin Martin,Western Carolina University,12,714,21559,12396,2278,1352,.437,.384,.870,30.2,17.4,3.2,1.9,61.3,.137,1.0,16.1,569.0
27,LAL,Sasha VujaÄiÄ‡,,10,581,8908,3094,1093,748,.390,.367,.858,15.3,5.3,1.9,1.3,16.0,.086,-1.0,2.3,954.0
28,SAS,Beno Udrih,,13,831,18185,6952,1712,2858,.463,.349,.833,21.9,8.4,2.1,3.4,31.4,.083,-0.9,4.9,598.0
29,IND,David Harrison,Colorado,4,189,2686,949,549,47,.530,,.525,14.2,5.0,2.9,0.2,3.2,.057,-4.4,-1.7,-1.0
30,ORL,Anderson VarejÃ£o,,14,632,15087,4574,4531,737,.509,.023,.630,23.9,7.2,7.2,1.2,46.4,.148,0.3,8.8,1693.0
31,CHI,Jackson Vroman,Iowa State,2,87,1111,285,261,51,.408,.000,.580,12.8,3.3,3.0,0.6,0.0,.001,-5.1,-0.9,0.0
32,WAS,Peter John Ramos,,1,6,20,11,4,0,.500,,.500,3.3,1.8,0.7,0.0,0.0,-.108,-10.0,0.0,-1.0
33,LAC,Lionel Chalmers,Xavier,1,36,433,111,31,51,.336,.245,.625,12.0,3.1,0.9,1.4,-0.2,-.025,-5.3,-0.4,0.0
34,ATL,Donta Smith,Southeastern Illinois College,2,61,560,165,66,48,.421,.308,.650,9.2,2.7,1.1,0.8,0.5,.043,-3.2,-0.2,0.0
35,SEA,Andre Emmett,Texas Tech,2,14,73,20,8,1,.462,.000,.615,5.2,1.4,0.6,0.1,0.1,.040,-5.5,-0.1,0.0
36,ORL,Antonio Burks,Memphis,2,81,789,186,49,104,.387,.235,.571,9.7,2.3,0.6,1.3,0.1,.004,-5.0,-0.6,-1.0
37,ATL,Royal Ivey,Texas,10,492,6162,1641,557,501,.406,.361,.706,12.5,3.3,1.1,1.0,4.5,.035,-3.8,-2.7,83.0
38,CHI,Chris Duhon,Duke,9,606,15526,3946,1364,2690,.393,.363,.784,25.6,6.5,2.3,4.4,25.0,.077,-1.2,3.2,595.0
39,TOR,Albert Miralles,,,,,,,,,,,,,,,,,,,0.0
40,BOS,Justin Reed,Ole Miss,3,136,1436,472,186,68,.404,.000,.752,10.6,3.5,1.4,0.5,0.5,.016,-5.9,-1.4,22.0
41,SEA,David Young,NC Central,,,,,,,,,,,,,,,,,,0.0
42,ATL,Viktor Sanikidze,,,,,,,,,,,,,,,,,,,0.0
43,NYK,Trevor Ariza,UCLA,17,1094,32491,11497,5274,2352,.423,.352,.732,29.7,10.5,4.8,2.1,64.1,.095,0.7,21.9,3293.0
44,NOH,Tim Pickett,Florida State,,,,,,,,,,,,,,,,,,0.0
45,CHA,Bernard Robinson,Michigan,3,128,1909,576,315,126,.417,.161,.786,14.9,4.5,2.5,1.0,2.0,.049,-2.1,0.0,6.0
46,POR,Ha Seung-Jin,,2,46,316,70,67,3,.519,,.500,6.9,1.5,1.5,0.1,-0.2,-.029,-8.8,-0.5,0.0
47,MIA,Pape Sow,Cal State Fullerton,3,76,879,219,214,12,.416,,.678,11.6,2.9,2.8,0.2,0.8,.044,-5.7,-0.8,0.0
48,SAC,Ricky Minard,Morehead State University,,,,,,,,,,,,,,,,,,0.0
49,MEM,Sergei Lishouk,,,,,,,,,,,,,,,,,,,0.0
50,DAL,Vassilis Spanoulis,,1,31,272,85,22,28,.319,.172,.810,8.8,2.7,0.7,0.9,-0.1,-.010,-5.9,-0.3,-1.0
51,NJN,Christian Drejer,Florida,,,,,,,,,,,,,,,,,,0.0
52,SAS,Romain Sato,Xavier,,,,,,,,,,,,,,,,,,0.0
53,MIA,Matt Freije,Vanderbilt,2,42,588,133,85,27,.293,.224,.714,14.0,3.2,2.0,0.6,-0.6,-.047,-6.0,-0.6,0.0
54,DET,Rickey Paulding,Missouri,,,,,,,,,,,,,,,,,,0.0
55,HOU,Luis Flores,Manhattan College,1,16,77,35,3,11,.483,.500,1.000,4.8,2.2,0.2,0.7,0.0,-.020,-4.8,0.0,0.0
56,LAL,Marcus Douthit,Providence,,,,,,,,,,,,,,,,,,0.0
57,SAS,Sergei Karaulov,,,,,,,,,,,,,,,,,,,0.0
58,MIN,Blake Stepp,Gonzaga,,,,,,,,,,,,,,,,,,0.0
59,IND,Rashad Wright,Georgia,,,,,,,,,,,,,,,,,,0.0
