1,23134,3589.0
2,10804,122.0
3,11730,0.0
4,6032,0.0
5,27812,1552.0
6,5930,129.0
7,8758,68.0
8,38994,2080.0
9,11733,197.0
10,14134,803.0
11,1392,60.0
12,7084,252.0
13,4067,39.0
14,1863,0.0
15,2178,0.0
16,26695,2985.0
17,19641,607.0
18,20785,899.0
19,14621,910.0
20,8548,378.0
21,19366,745.0
22,3318,0.0
23,18396,746.0
24,973,0.0
25,5005,140.0
26,858,0.0
27,6192,25.0
28,266,0.0
29,5335,449.0
30,11246,0.0
31,1253,0.0
32,1246,0.0
33,6443,98.0
34,936,0.0
35,180,0.0
36,303,0.0
37,12405,680.0
38,11213,929.0
39,446,0.0
40,2360,0.0
41,0,0.0
42,587,17.0
43,20104,505.0
44,6477,146.0
45,1063,14.0
46,0,0.0
47,0,0.0
48,0,0.0
49,5289,139.0
50,85,0.0
51,244,0.0
52,21,0.0
53,58,0.0
54,0,0.0
55,1147,0.0
56,0,0.0
57,0,0.0
58,0,0.0
