1,25346,1092.0
2,50111,6088.0
3,34776,1232.0
4,25027,883.0
5,36654,859.0
6,4531,0.0
7,18477,262.0
8,21417,1556.0
9,8479,168.0
10,32778,2765.0
11,5654,0.0
12,5837,0.0
13,27925,1884.0
14,1002,0.0
15,14613,141.0
16,2984,0.0
17,19156,2139.0
18,1570,0.0
19,2222,0.0
20,809,0.0
21,5201,74.0
22,1614,7.0
23,20727,783.0
24,7624,264.0
25,5144,-1.0
26,14080,1567.0
27,1714,59.0
28,0,0.0
29,1395,2.0
30,16013,1420.0
31,0,0.0
32,5927,87.0
33,2657,0.0
34,42,0.0
35,10552,22.0
36,0,0.0
37,1146,78.0
38,1395,51.0
39,1637,48.0
40,58,0.0
41,0,0.0
42,0,0.0
43,634,16.0
44,0,0.0
45,395,0.0
46,15349,952.0
47,1248,57.0
48,0,0.0
49,0,0.0
50,7,0.0
51,4726,145.0
52,4951,0.0
53,0,0.0
54,3280,120.0
