1,30847,2900.0
2,19531,557.0
3,23711,2640.0
4,22762,1849.0
5,17851,753.0
6,22007,242.0
7,4170,2.0
8,25737,749.0
9,21873,1717.0
10,23253,2067.0
11,28311,2525.0
12,17683,1511.0
13,7305,5.0
14,186,0.0
15,838,3.0
16,4602,14.0
17,2530,43.0
18,92,0.0
19,2512,10.0
20,7592,273.0
21,6935,99.0
22,17282,524.0
23,16989,1582.0
24,29812,3539.0
25,9925,487.0
26,27,0.0
27,69,0.0
28,15701,1087.0
29,0,0.0
30,6729,70.0
31,143,0.0
32,114,0.0
33,1844,0.0
34,293,-1.0
35,17,0.0
36,0,0.0
37,28969,2390.0
38,0,0.0
39,0,0.0
40,512,21.0
41,0,0.0
42,97,0.0
43,382,-1.0
44,0,0.0
45,19805,3081.0
46,92,0.0
47,10052,131.0
48,58,0.0
49,0,0.0
50,0,0.0
51,0,0.0
52,705,0.0
53,0,0.0
54,0,0.0
