1,41918,8098.0
2,25975,2597.0
3,25760,1158.0
4,29067,1277.0
5,17616,513.0
6,23556,335.0
7,18818,584.0
8,12214,100.0
9,27736,305.0
10,10334,676.0
11,27069,6823.0
12,3748,57.0
13,16417,498.0
14,11720,289.0
15,20464,1417.0
16,1093,0.0
17,26079,1896.0
18,12103,103.0
19,6679,0.0
20,15143,821.0
21,13880,928.0
22,11338,727.0
23,10337,0.0
24,35270,2548.0
25,2641,5.0
26,475,0.0
27,2674,47.0
28,1146,0.0
29,33823,2883.0
30,13560,253.0
31,384,0.0
32,7007,173.0
33,288,0.0
34,3956,0.0
35,1886,-1.0
36,781,4.0
37,102,0.0
38,159,0.0
39,1189,0.0
40,0,0.0
41,12579,0.0
42,12221,531.0
43,2331,60.0
44,0,0.0
45,2058,7.0
46,273,0.0
47,367,0.0
48,374,0.0
49,0,0.0
50,512,0.0
51,0,0.0
52,12,0.0
53,0,0.0
54,0,0.0
