1,15818,-1.0
2,1961,0.0
3,27340,1228.0
4,20127,1516.0
5,1946,8.0
6,2202,0.0
7,25237,0.0
8,12474,6.0
9,26254,2398.0
10,28333,2044.0
11,13579,581.0
12,6005,59.0
13,854,27.0
14,10299,664.0
15,5628,323.0
16,4596,119.0
17,8509,289.0
18,1117,0.0
19,772,5.0
20,5956,379.0
21,2060,18.0
22,5320,39.0
23,31576,4977.0
24,10547,705.0
25,952,74.0
26,23672,695.0
27,861,0.0
28,4617,0.0
30,0,0.0
31,9147,409.0
32,328,0.0
33,1381,0.0
34,7793,101.0
35,26901,2942.0
36,0,0.0
37,1264,0.0
38,35,0.0
39,0,0.0
40,2117,-1.0
41,569,0.0
42,11077,1035.0
43,0,0.0
44,1884,0.0
45,0,0.0
46,21967,2147.0
47,631,0.0
48,6,0.0
49,0,0.0
50,9229,327.0
51,0,0.0
52,0,0.0
53,17219,482.0
54,517,23.0
55,0,0.0
56,19001,1027.0
57,11,0.0
58,110,0.0
