1,19862,1483.0
2,30159,1409.0
3,28865,3002.0
4,37757,4061.0
5,28829,1207.0
6,13914,351.0
7,13578,63.0
8,19772,862.0
9,2795,0.0
10,10690,1789.0
11,0,0.0
12,168,0.0
13,1868,0.0
14,5037,0.0
15,5714,347.0
16,6117,140.0
17,18487,899.0
18,13026,802.0
19,10624,74.0
20,98,0.0
21,13878,544.0
22,24140,690.0
23,11853,227.0
24,7797,185.0
25,7262,172.0
26,11379,581.0
27,8185,412.0
28,10353,800.0
29,507,-1.0
30,24293,0.0
31,2672,-1.0
32,1683,-1.0
33,16410,1408.0
34,17282,825.0
35,0,0.0
36,18957,1034.0
37,8020,515.0
38,2660,7.0
39,2475,192.0
40,29011,1137.0
41,987,0.0
42,144,0.0
43,6,0.0
44,9,0.0
45,26305,1796.0
46,0,0.0
47,325,0.0
48,2348,0.0
49,12462,424.0
50,13463,0.0
51,212,0.0
52,0,0.0
53,1555,0.0
54,93,0.0
55,1150,0.0
56,18323,749.0
57,20691,1789.0
58,72,0.0
59,0,0.0
60,234,0.0
